activity,containers,ingredients,tool,dish,subject,labels,className,fileName,startFrame,startTimeSeconds,endFrame,endTimeSeconds
dryV,[''],['carafe'],['towel'],74.0,32.0,676.0,dryVtowelcarafe,s32-d74-cam-002,3470.0,118.061,3603.0,122.585
assembleV,['coffee-machine'],['carafe'],['hand'],74.0,32.0,294.0,assembleVhandcarafecoffee machine,s32-d74-cam-002,3617.0,123.061,3701.0,125.886
take outV,['paper-box'],['coffee-filter'],['hand'],74.0,32.0,2618.0,take outVhandcoffee filterpaper box,s32-d74-cam-002,3743.0,127.346,3847.0,130.884
hangV,"['', 'handle']",['towel'],['hand'],74.0,32.0,808.0,hangVhandtowelhandle,s32-d74-cam-002,3885.0,132.176,3982.0,135.476
openV,[''],['coffee-machine'],['hand'],74.0,32.0,1392.0,openVhandcoffee machine,s32-d74-cam-002,4102.0,139.54,4200.0,142.891
addV,"['', 'filter-basket']",['coffee-filter'],['hand'],74.0,32.0,75.0,addVhandcoffee filterfilter basket,s32-d74-cam-002,4402.0,149.751,4500.0,153.095
closeV,[''],['lid'],['hand'],74.0,32.0,367.0,closeVhandlid,s32-d74-cam-002,4543.0,154.557,4604.0,156.632
moveV,"['counter', 'counter']",['coffee-container'],['hand'],74.0,32.0,957.0,moveVhandcoffee containercountercounter,s32-d74-cam-002,4622.0,157.244,4641.0,157.891
openV,[''],['lid'],['hand'],74.0,32.0,1399.0,openVhandlid,s32-d74-cam-002,4665.0,158.707,4691.0,159.591
addV,"['coffee-container', 'filter-basket']",['coffee-powder'],['measuring-spoon'],74.0,32.0,190.0,addVmeasuring spooncoffee powdercoffee containerfilter basket,s32-d74-cam-002,4711.0,160.272,4934.0,167.837
addV,"['coffee-container', 'filter-basket']",['coffee-powder'],['measuring-spoon'],74.0,32.0,190.0,addVmeasuring spooncoffee powdercoffee containerfilter basket,s32-d74-cam-002,4939.0,167.997,5031.0,171.144
put inV,"['', 'coffee-container']",['measuring-spoon'],['hand'],74.0,32.0,1788.0,put inVhandmeasuring spooncoffee container,s32-d74-cam-002,5035.0,171.26,5047.0,171.692
closeV,[''],['lid'],['hand'],74.0,32.0,367.0,closeVhandlid,s32-d74-cam-002,5050.0,171.772,5156.0,175.394
closeV,[''],['coffee-machine'],['hand'],74.0,32.0,360.0,closeVhandcoffee machine,s32-d74-cam-002,5166.0,175.748,5304.0,180.442
turn onV,['counter'],['coffee-machine'],['hand'],74.0,32.0,3094.0,turn onVhandcoffee machinecounter,s32-d74-cam-002,5378.0,182.959,5445.0,185.238
put inV,"['counter', 'cupboard']",['coffee-container'],['hand'],74.0,32.0,1750.0,put inVhandcoffee containercountercupboard,s32-d74-cam-002,5478.0,186.35,5608.0,190.752
put inV,"['counter', 'cupboard']",['paper-box'],['hand'],74.0,32.0,1798.0,put inVhandpaper boxcountercupboard,s32-d74-cam-002,5658.0,192.482,5814.0,197.789
closeV,['cupboard'],[''],['hand'],74.0,32.0,361.0,closeVhandcupboard,s32-d74-cam-002,5826.0,198.177,5876.0,199.897
take outV,"['cupboard', 'counter']","['plate', 'cup']",['hand'],74.0,32.0,2815.0,take outVhandplatecupcupboardcounter,s32-d74-cam-002,6031.0,205.17,6405.0,217.891
washV,[''],['cup'],['hand'],74.0,32.0,3152.0,washVhandcup,s32-d74-cam-002,6419.0,218.367,6491.0,220.816
shakeV,[''],['cup'],['hand'],74.0,32.0,2187.0,shakeVhandcup,s32-d74-cam-002,6494.0,220.896,6541.0,222.517
dryV,[''],['cup'],['towel'],74.0,32.0,680.0,dryVtowelcup,s32-d74-cam-002,6588.0,224.115,6684.0,227.378
moveV,"['', 'plate']",['cup'],['hand'],74.0,32.0,977.0,moveVhandcupplate,s32-d74-cam-002,6688.0,227.498,6740.0,229.261
hangV,"['', 'handle']",['towel'],['hand'],74.0,32.0,808.0,hangVhandtowelhandle,s32-d74-cam-002,6846.0,232.891,7008.0,238.401
take outV,"['drawer', '']",['teaspoon'],['hand'],74.0,32.0,2877.0,take outVhandteaspoondrawer,s32-d74-cam-002,7012.0,238.537,7150.0,243.231
moveV,"['counter', 'counter']",['paper-bag'],['hand'],74.0,32.0,1132.0,moveVhandpaper bagcountercounter,s32-d74-cam-002,7531.0,256.19,7557.0,257.074
openV,['counter'],['paper-bag'],['hand'],74.0,32.0,1403.0,openVhandpaper bagcounter,s32-d74-cam-002,7565.0,257.346,7605.0,258.707
addV,"['paper-bag', 'cup']",['sugar'],['teaspoon'],74.0,32.0,253.0,addVteaspoonsugarpaper bagcup,s32-d74-cam-002,7611.0,258.911,7749.0,263.605
addV,"['paper-bag', 'cup']",['sugar'],['teaspoon'],74.0,32.0,253.0,addVteaspoonsugarpaper bagcup,s32-d74-cam-002,7762.0,264.035,7836.0,266.546
packageV,['counter'],['paper-bag'],['hand'],74.0,32.0,1425.0,packageVhandpaper bagcounter,s32-d74-cam-002,7867.0,267.593,7887.0,268.296
put inV,"['counter', 'cupboard']",['paper-bag'],['hand'],74.0,32.0,1792.0,put inVhandpaper bagcountercupboard,s32-d74-cam-002,7896.0,268.576,8135.0,276.734
turn offV,['counter'],['coffee-machine'],['hand'],74.0,32.0,3085.0,turn offVhandcoffee machinecounter,s32-d74-cam-002,9307.0,316.598,9379.0,319.047
unplugV,['electricity-column'],['electricity-plug'],['hand'],74.0,32.0,3111.0,unplugVhandelectricity plugelectricity column,s32-d74-cam-002,9397.0,319.629,9473.0,322.244
push downV,[''],['electricity-column'],['hand'],74.0,32.0,1714.0,push downVhandelectricity column,s32-d74-cam-002,9480.0,322.482,9540.0,324.523
take apartV,['coffee-machine'],['carafe'],['hand'],74.0,32.0,2518.0,take apartVhandcarafecoffee machine,s32-d74-cam-002,9560.0,325.204,9622.0,327.312
pourV,"['carafe', 'cup']",['coffee'],['carafe'],74.0,32.0,1518.0,pourVcarafecoffeecarafecup,s32-d74-cam-002,9660.0,328.605,9771.0,332.38
assembleV,['coffee-machine'],['carafe'],['hand'],74.0,32.0,294.0,assembleVhandcarafecoffee machine,s32-d74-cam-002,9815.0,333.877,9891.0,336.45
stirV,['cup'],['coffee'],['teaspoon'],74.0,32.0,2492.0,stirVteaspooncoffeecup,s32-d74-cam-002,9912.0,337.176,10025.0,341.006
moveV,"['counter', 'counter']",['cup'],['hand'],74.0,32.0,975.0,moveVhandcupcountercounter,s32-d74-cam-002,10033.0,341.292,10079.0,342.857
enterV,[''],[''],[''],23.0,33.0,706.0,enterV,s33-d23-cam-002,150.0,5.136,184.0,6.292
take outV,"['fridge', 'counter']",['plastic-bag'],['hand'],23.0,33.0,2790.0,take outVhandplastic bagfridgecounter,s33-d23-cam-002,223.0,7.619,512.0,17.446
rip openV,['counter'],['plastic-bag'],['hand'],23.0,33.0,2011.0,rip openVhandplastic bagcounter,s33-d23-cam-002,522.0,17.789,588.0,20.0
remove from packageV,"['plastic-bag', 'sink']",['carrot'],['hand'],23.0,33.0,1957.0,remove from packageVhandcarrotplastic bagsink,s33-d23-cam-002,696.0,23.707,760.0,25.884
packageV,['plastic-bag'],['plastic-box'],['hand'],23.0,33.0,1431.0,packageVhandplastic boxplastic bag,s33-d23-cam-002,764.0,26.02,814.0,27.721
washV,[''],['carrot'],['hand'],23.0,33.0,3138.0,washVhandcarrot,s33-d23-cam-002,859.0,29.251,1113.0,37.891
shakeV,[''],['carrot'],['hand'],23.0,33.0,2174.0,shakeVhandcarrot,s33-d23-cam-002,1113.0,37.891,1163.0,39.591
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],23.0,33.0,2637.0,take outVhandcutting boarddrawercounter,s33-d23-cam-002,1194.0,40.646,1443.0,49.115
closeV,['drawer'],[''],['leg'],23.0,33.0,378.0,closeVlegdrawer,s33-d23-cam-002,1510.0,51.394,1556.0,52.959
put inV,"['counter', 'fridge']",['plastic-bag'],['hand'],23.0,33.0,1806.0,put inVhandplastic bagcounterfridge,s33-d23-cam-002,1580.0,53.775,1859.0,63.265
take outV,['drawer'],['knife'],['hand'],23.0,33.0,2704.0,take outVhandknifedrawer,s33-d23-cam-002,1912.0,65.068,2155.0,73.333
cut off endsV,['cutting-board'],['carrot'],['knife'],23.0,33.0,543.0,cut off endsVknifecarrotcutting board,s33-d23-cam-002,2243.0,76.326,2321.0,78.979
throw in garbageV,[''],['carrot'],['hand'],23.0,33.0,3001.0,throw in garbageVhandcarrot,s33-d23-cam-002,2385.0,81.156,2439.0,82.993
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],23.0,33.0,2637.0,take outVhandcutting boarddrawercounter,s33-d23-cam-002,2467.0,83.924,2625.0,89.319
moveV,"['cutting-board', 'cutting-board']",['carrot'],['hand'],23.0,33.0,910.0,moveVhandcarrotcutting boardcutting board,s33-d23-cam-002,2646.0,90.0,2678.0,91.122
put inV,"['counter', 'drawer']",['cutting-board'],['hand'],23.0,33.0,1756.0,put inVhandcutting boardcounterdrawer,s33-d23-cam-002,2682.0,91.258,2760.0,93.911
cut apartV,['cutting-board'],['carrot'],['knife'],23.0,33.0,427.0,cut apartVknifecarrotcutting board,s33-d23-cam-002,2847.0,96.859,3046.0,103.639
washV,[''],['carrot'],['hand'],23.0,33.0,3138.0,washVhandcarrot,s33-d23-cam-002,3120.0,106.156,3161.0,107.551
shakeV,[''],['carrot'],['hand'],23.0,33.0,2174.0,shakeVhandcarrot,s33-d23-cam-002,3164.0,107.653,3222.0,109.625
cut off endsV,['cutting-board'],['carrot'],['knife'],23.0,33.0,543.0,cut off endsVknifecarrotcutting board,s33-d23-cam-002,3378.0,114.931,3414.0,116.156
sliceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,2309.0,sliceVknifecarrotcutting board,s33-d23-cam-002,3489.0,118.707,3616.0,123.027
sliceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,2309.0,sliceVknifecarrotcutting board,s33-d23-cam-002,3661.0,124.557,3910.0,133.027
sliceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,2309.0,sliceVknifecarrotcutting board,s33-d23-cam-002,3939.0,134.013,4103.0,139.591
sliceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,2309.0,sliceVknifecarrotcutting board,s33-d23-cam-002,4145.0,141.02,4360.0,148.333
sliceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,2309.0,sliceVknifecarrotcutting board,s33-d23-cam-002,4433.0,150.816,4690.0,159.557
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,4763.0,162.04,4844.0,164.795
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,4920.0,167.38,4981.0,169.455
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,5052.0,171.87,5122.0,174.251
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,5207.0,177.142,5279.0,179.591
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,5315.0,180.816,5380.0,183.027
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,5610.0,190.85,5741.0,195.306
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,5783.0,196.734,5860.0,199.353
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,5933.0,201.836,6015.0,204.625
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6061.0,206.19,6125.0,208.367
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6194.0,210.714,6259.0,212.925
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6301.0,214.353,6334.0,215.476
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6387.0,217.278,6446.0,219.285
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6538.0,222.414,6596.0,224.387
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6643.0,225.986,6731.0,228.979
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6781.0,230.68,6848.0,232.959
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,6942.0,236.156,7041.0,239.523
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,7136.0,242.755,7184.0,244.387
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,7226.0,245.816,7301.0,248.367
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,7361.0,250.408,7417.0,252.312
cut stripesV,['cutting-board'],['carrot'],['knife'],23.0,33.0,610.0,cut stripesVknifecarrotcutting board,s33-d23-cam-002,7463.0,253.877,7517.0,255.714
take outV,"['cupboard', 'counter']",['bowl'],['hand'],23.0,33.0,2565.0,take outVhandbowlcupboardcounter,s33-d23-cam-002,7675.0,261.088,7884.0,268.197
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,7976.0,271.326,8120.0,276.224
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,8120.0,276.224,8494.0,288.945
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,8494.0,288.945,8591.0,292.244
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,8591.0,292.244,8675.0,295.102
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,8675.0,295.102,8802.0,299.421
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,8802.0,299.421,8897.0,302.653
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,8897.0,302.653,8967.0,305.0
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,9022.0,306.904,9117.0,310.136
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,9150.0,311.258,9312.0,316.768
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,9366.0,318.605,9453.0,321.564
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,9465.0,321.972,9534.0,324.319
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,9632.0,327.653,9838.0,334.659
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,9890.0,336.428,9971.0,339.183
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10013.0,340.612,10097.0,343.469
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10133.0,344.693,10195.0,346.802
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10240.0,348.333,10393.0,353.537
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10446.0,355.34,10508.0,357.448
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10508.0,357.448,10578.0,359.829
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10578.0,359.829,10648.0,362.21
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10648.0,362.21,10747.0,365.578
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10830.0,368.373,10917.0,371.36
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,10990.0,373.843,11224.0,381.802
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,11224.0,381.802,11329.0,385.374
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,11329.0,385.374,11422.0,388.537
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,11422.0,388.537,11530.0,392.21
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,11530.0,392.21,11597.0,394.489
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,11678.0,397.244,11827.0,402.312
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,11927.0,405.714,12010.0,408.537
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12085.0,411.088,12225.0,415.817
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12276.0,417.585,12341.0,419.795
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12384.0,421.258,12578.0,427.857
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12637.0,429.863,12695.0,431.836
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12702.0,432.074,12760.0,434.047
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12760.0,434.047,12869.0,437.755
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12869.0,437.755,12954.0,440.646
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,12990.0,441.87,13127.0,446.53
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13135.0,446.802,13202.0,449.081
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13321.0,453.129,13357.0,454.353
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13357.0,454.353,13427.0,456.734
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13427.0,456.734,13522.0,459.965
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13522.0,459.965,13587.0,462.176
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13598.0,462.551,13673.0,465.102
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13673.0,465.102,13805.0,469.591
cut diceV,['cutting-board'],['carrot'],['knife'],23.0,33.0,493.0,cut diceVknifecarrotcutting board,s33-d23-cam-002,13883.0,472.244,14053.0,478.027
gatherV,['cutting-board'],['carrot'],['hand'],23.0,33.0,737.0,gatherVhandcarrotcutting board,s33-d23-cam-002,14078.0,478.877,14144.0,481.122
addV,"['cutting-board', 'bowl']",['carrot'],['hand'],23.0,33.0,57.0,addVhandcarrotcutting boardbowl,s33-d23-cam-002,14183.0,482.448,14283.0,485.85
gatherV,['cutting-board'],['carrot'],['hand'],23.0,33.0,737.0,gatherVhandcarrotcutting board,s33-d23-cam-002,14310.0,486.768,14361.0,488.503
addV,"['cutting-board', 'bowl']",['carrot'],['hand'],23.0,33.0,57.0,addVhandcarrotcutting boardbowl,s33-d23-cam-002,14406.0,490.0,14475.0,492.38
gatherV,['cutting-board'],['carrot'],['hand'],23.0,33.0,737.0,gatherVhandcarrotcutting board,s33-d23-cam-002,14520.0,493.911,14577.0,495.85
addV,"['cutting-board', 'bowl']",['carrot'],['hand'],23.0,33.0,57.0,addVhandcarrotcutting boardbowl,s33-d23-cam-002,14597.0,496.53,14633.0,497.755
addV,"['cutting-board', 'bowl']",['carrot'],['hand'],23.0,33.0,57.0,addVhandcarrotcutting boardbowl,s33-d23-cam-002,14660.0,498.673,14783.0,502.857
moveV,"['cutting-board', 'sink']",['knife'],['hand'],23.0,33.0,1063.0,moveVhandknifecutting boardsink,s33-d23-cam-002,14783.0,502.857,14864.0,505.612
addV,"['cutting-board', 'bowl']",['carrot'],['hand'],23.0,33.0,57.0,addVhandcarrotcutting boardbowl,s33-d23-cam-002,14876.0,506.02,14908.0,507.108
washV,[''],['cutting-board'],['hand'],23.0,33.0,3153.0,washVhandcutting board,s33-d23-cam-002,14930.0,507.857,15057.0,512.176
washV,[''],['knife'],['hand'],23.0,33.0,3176.0,washVhandknife,s33-d23-cam-002,15103.0,513.741,15161.0,515.714
moveV,"['tap', '']",['sponge-cloth'],['hand'],23.0,33.0,1256.0,moveVhandsponge clothtap,s33-d23-cam-002,15186.0,516.564,15209.0,517.346
dryV,[''],['hand'],['sponge-cloth'],23.0,33.0,667.0,dryVsponge clothhand,s33-d23-cam-002,15209.0,517.346,15316.0,520.986
moveV,"['', 'tap']",['sponge-cloth'],['hand'],23.0,33.0,1256.0,moveVhandsponge clothtap,s33-d23-cam-002,15316.0,520.986,15350.0,522.142
enterV,[''],[''],[''],24.0,33.0,706.0,enterV,s33-d24-cam-002,154.0,5.272,185.0,6.326
take outV,['fridge'],['peach'],['hand'],24.0,33.0,2776.0,take outVhandpeachfridge,s33-d24-cam-002,250.0,8.537,678.0,23.095
take outV,"['cupboard', 'counter']",['plate'],['hand'],24.0,33.0,2814.0,take outVhandplatecupboardcounter,s33-d24-cam-002,701.0,23.877,950.0,32.346
take outV,['drawer'],['knife'],['hand'],24.0,33.0,2704.0,take outVhandknifedrawer,s33-d24-cam-002,969.0,32.993,1076.0,36.632
cut apartV,['plate'],['peach'],['knife'],24.0,33.0,461.0,cut apartVknifepeachplate,s33-d24-cam-002,1128.0,38.401,1421.0,48.367
cut apartV,['plate'],['peach'],['knife'],24.0,33.0,461.0,cut apartVknifepeachplate,s33-d24-cam-002,1453.0,49.455,1715.0,58.367
cut apartV,['plate'],['peach'],['knife'],24.0,33.0,461.0,cut apartVknifepeachplate,s33-d24-cam-002,1719.0,58.503,1814.0,61.734
moveV,"['', 'sink']",['knife'],['hand'],24.0,33.0,1068.0,moveVhandknifesink,s33-d24-cam-002,1964.0,66.805,2064.0,70.238
washV,[''],['knife'],['hand'],24.0,33.0,3176.0,washVhandknife,s33-d24-cam-002,2166.0,73.707,2305.0,78.431
moveV,"['tap', '']",['sponge-cloth'],['hand'],24.0,33.0,1256.0,moveVhandsponge clothtap,s33-d24-cam-002,2320.0,78.945,2349.0,79.921
dryV,[''],['knife'],['sponge-cloth'],24.0,33.0,668.0,dryVsponge clothknife,s33-d24-cam-002,2349.0,79.921,2454.0,83.503
moveV,"['', 'tap']",['sponge-cloth'],['hand'],24.0,33.0,1256.0,moveVhandsponge clothtap,s33-d24-cam-002,2454.0,83.503,2559.0,87.074
put inV,"['', 'drawer']",['knife'],['hand'],24.0,33.0,1782.0,put inVhandknifedrawer,s33-d24-cam-002,2612.0,88.877,2714.0,92.346
enterV,[''],[''],[''],27.0,33.0,706.0,enterV,s33-d27-cam-002,75.0,2.585,108.0,3.707
open closeV,['cupboard'],[''],['hand'],27.0,33.0,1365.0,open closeVhandcupboard,s33-d27-cam-002,137.0,4.693,191.0,6.53
take outV,"['cupboard', '']",['onion'],['hand'],27.0,33.0,2747.0,take outVhandonioncupboard,s33-d27-cam-002,196.0,6.7,458.0,15.612
take outV,"['drawer', '']",['knife'],['hand'],27.0,33.0,2704.0,take outVhandknifedrawer,s33-d27-cam-002,480.0,16.36,722.0,24.591
openV,['drawer'],[''],['hand'],27.0,33.0,1396.0,openVhanddrawer,s33-d27-cam-002,751.0,25.578,806.0,27.448
cut off endsV,[''],['onion'],['knife'],27.0,33.0,559.0,cut off endsVknifeonion,s33-d27-cam-002,860.0,29.285,945.0,32.176
throw in garbageV,[''],['onion'],['knife'],27.0,33.0,3075.0,throw in garbageVknifeonion,s33-d27-cam-002,945.0,32.176,974.0,33.163
peelV,[''],['onion'],['knife'],27.0,33.0,1473.0,peelVknifeonion,s33-d27-cam-002,974.0,33.163,1811.0,61.632
cut off endsV,[''],['onion'],['knife'],27.0,33.0,559.0,cut off endsVknifeonion,s33-d27-cam-002,1882.0,64.047,1989.0,67.687
peelV,[''],['onion'],['hand'],27.0,33.0,1459.0,peelVhandonion,s33-d27-cam-002,1989.0,67.687,2842.0,96.7
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],27.0,33.0,2637.0,take outVhandcutting boarddrawercounter,s33-d27-cam-002,2909.0,98.979,3250.0,110.578
closeV,['drawer'],[''],['hand'],27.0,33.0,363.0,closeVhanddrawer,s33-d27-cam-002,3256.0,110.782,3285.0,111.768
moveV,"['sink', 'cutting-board']",['onion'],['hand'],27.0,33.0,1123.0,moveVhandonionsinkcutting board,s33-d27-cam-002,3307.0,112.517,3346.0,113.843
cut apartV,['cutting-board'],['onion'],['knife'],27.0,33.0,455.0,cut apartVknifeonioncutting board,s33-d27-cam-002,3357.0,114.217,3571.0,121.496
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,3582.0,121.87,3733.0,127.006
cut apartV,['cutting-board'],['onion'],['knife'],27.0,33.0,455.0,cut apartVknifeonioncutting board,s33-d27-cam-002,3775.0,128.435,3832.0,130.374
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,3849.0,130.952,4269.0,145.238
